STN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,FOG,RAIN,SNOW,HAIL,THUNDER,TORNADO,FACT1,FACT2
"967450","20150811","84.90","74.00","1010.60","1010.10","4.30","3.60","9.90","91.00","79.30","0.00","0","0","0","0","0","0","0","0"
"967450","20150812","84.20","75.20","1011.80","1011.40","4.30","2.40","6.00","89.60","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20150813","84.60","74.30","1010.80","1010.30","4.30","2.60","5.10","92.30","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20150814","83.90","74.10","1011.70","1011.20","4.00","3.10","7.00","89.60","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20150815","84.30","73.30","1012.20","1011.70","4.30","2.30","5.10","91.40","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150816","82.50","73.20","1012.40","1011.90","4.00","2.00","5.10","91.40","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20150817","84.00","72.90","1012.30","1011.80","4.30","1.00","4.10","90.00","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150818","83.50","72.50","1011.90","1011.40","4.30","3.80","7.00","88.20","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150819","83.60","73.90","1012.10","1011.60","4.20","2.00","7.00","90.00","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150820","83.30","73.20","1011.70","1011.30","4.10","1.90","5.10","87.80","79.70","0.00","0","0","0","0","0","0","0","0"
"967450","20150821","83.00","70.70","1011.70","1011.20","4.10","2.00","6.00","88.20","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150822","82.70","71.40","1011.40","1011.00","4.30","2.40","5.10","87.40","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20150823","83.60","69.90","1011.90","1011.50","4.20","4.40","8.90","91.00","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20150824","82.60","71.20","1012.50","1012.00","4.00","2.40","6.00","90.70","77.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150825","83.30","72.40","1011.90","1011.50","3.90","2.30","5.10","90.00","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20150826","83.50","73.20","1011.60","1011.10","4.40","2.90","7.00","90.00","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150827","83.60","73.50","1011.70","1011.30","3.70","4.30","9.90","90.00","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150828","84.70","72.60","1011.90","1011.40","4.40","3.70","7.00","92.80","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150829","84.20","73.00","1011.70","1011.20","4.20","3.60","8.00","91.00","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150830","84.50","71.40","1012.60","1012.20","3.80","3.60","9.90","90.70","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150831","83.90","70.80","1012.50","1012.00","4.30","3.50","6.00","91.00","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150901","84.80","67.70","1011.90","1011.40","4.30","4.00","8.00","93.20","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20150902","84.20","70.00","1012.20","1011.80","4.00","3.20","6.00","92.80","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20150903","84.10","68.80","1013.10","1012.60","4.40","4.00","8.90","92.10","77.40","0.00","0","0","0","0","0","0","0","0"
"967450","20150904","83.90","70.90","1013.80","1013.30","4.40","4.20","12.00","91.40","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20150905","84.20","70.90","1014.00","1013.50","4.20","2.30","8.00","91.40","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150906","84.00","68.70","1013.10","1012.60","4.30","0.50","4.10","92.10","78.30","0.00","0","0","0","0","0","0","0","0"
"967450","20150907","84.20","69.50","1013.00","1012.60","4.30","1.60","5.10","93.00","77.90","0.00","0","0","0","0","0","0","0","0"
"967450","20150908","83.50","72.40","1011.90","1011.50","4.30","2.40","6.00","91.00","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20150909","84.60","71.20","1012.60","1012.10","4.20","2.30","6.00","90.70","68.00","0.00","0","0","0","0","0","0","0","0"
"967450","20150910","84.00","71.40","1013.00","1012.60","4.20","2.30","6.00","90.50","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20150911","84.20","70.10","1011.80","1011.30","4.00","2.80","5.10","92.50","79.70","0.00","0","0","0","0","0","0","0","0"
"967450","20150912","85.00","70.50","1012.30","1012.00","4.20","3.10","7.00","92.50","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20150913","83.70","72.30","1012.00","1011.30","4.20","2.00","8.90","91.80","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150914","83.30","72.10","1011.60","1011.10","4.10","4.10","8.90","90.30","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20150915","82.60","72.50","1010.30","1009.90","4.20","3.10","7.00","88.20","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20150916","83.70","71.00","1010.10","1009.60","4.00","3.00","6.00","90.00","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20150917","84.60","72.10","1011.50","1011.00","4.30","1.70","4.10","91.80","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150918","85.20","71.10","1012.10","1011.70","4.00","4.60","7.00","94.30","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20150919","83.80","73.40","1011.60","1011.10","4.30","2.30","5.10","90.30","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20150920","83.30","72.30","1010.90","1010.40","4.30","3.40","8.00","88.50","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20150921","83.80","72.10","1011.00","1010.50","4.20","1.00","4.10","88.20","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20150922","85.80","68.20","1010.90","1010.40","4.30","3.30","8.90","93.20","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150923","84.50","70.30","1011.40","1010.90","4.20","2.30","8.90","90.10","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20150924","83.00","71.60","1011.20","1010.70","3.90","1.60","7.00","91.00","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20150925","83.30","71.40","1011.00","1010.50","4.00","1.90","6.00","88.20","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20150926","85.00","70.90","1010.80","1010.10","4.30","3.90","7.00","93.20","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150927","84.80","72.00","1009.80","1009.30","4.10","3.00","7.00","92.10","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150928","84.40","72.30","1010.60","1010.10","4.20","3.80","7.00","90.70","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20150929","85.00","71.50","1010.80","1010.40","4.10","3.90","7.00","92.50","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20150930","85.60","70.10","1012.50","1012.00","4.30","3.80","7.00","93.90","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151001","85.90","70.50","1013.20","1012.70","4.20","2.60","11.10","93.70","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151002","86.30","68.90","1013.70","1013.20","4.10","3.40","8.00","95.00","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20151003","85.60","69.40","1013.30","1012.80","4.00","3.40","6.00","94.60","80.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151004","86.00","70.40","1013.50","1013.00","4.30","3.40","8.00","93.90","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20151005","85.10","72.40","1013.00","1012.50","4.00","2.40","8.00","92.50","81.00","0.00","0","0","0","0","0","0","0","0"
"967450","20151006","84.20","73.30","1012.20","1011.70","4.30","3.80","8.90","90.30","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20151007","83.70","73.50","1012.60","1012.10","4.00","3.60","6.00","90.30","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20151008","83.90","73.80","1012.10","1011.60","4.30","1.50","5.10","87.80","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151009","85.40","72.50","1012.00","1011.50","4.30","3.00","7.00","92.80","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20151010","85.30","71.70","1012.60","1012.20","4.20","2.50","6.00","92.50","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20151011","84.90","72.30","1013.40","1012.90","4.00","2.50","5.10","92.50","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20151012","85.00","74.40","1012.70","1012.20","4.30","1.90","5.10","91.00","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151013","84.70","73.30","1012.70","1012.20","4.30","3.40","7.00","92.10","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151014","84.70","73.10","1012.00","1011.50","4.00","3.00","8.00","92.10","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20151015","85.20","71.20","1011.10","1010.60","4.30","2.10","7.00","91.80","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151016","85.10","69.50","1011.10","1010.60","4.20","2.30","5.10","92.10","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20151017","86.30","67.80","1011.80","1011.30","4.30","3.10","8.00","95.40","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20151018","85.60","71.50","1012.20","1011.80","4.10","2.10","8.00","90.70","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20151019","85.70","70.90","1011.60","1011.10","4.00","1.70","5.10","92.10","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151020","85.40","71.80","1010.60","1010.10","4.30","3.40","8.00","91.00","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151021","86.50","71.10","1010.20","1009.70","4.20","2.60","5.10","93.60","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20151022","85.80","69.20","1011.00","1010.50","4.30","3.00","8.90","95.40","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151023","84.50","71.00","1010.30","1009.80","4.00","2.60","5.10","92.10","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151024","85.60","72.90","1010.50","1010.00","4.30","0.90","4.10","93.20","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20151025","86.00","72.90","1010.50","1010.00","4.20","2.60","7.00","93.90","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151026","85.40","72.80","1010.50","1009.80","3.80","2.70","7.00","91.80","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151027","86.00","73.10","1010.30","1009.90","4.10","2.80","7.00","91.80","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20151028","85.40","75.20","1011.00","1010.50","4.10","2.10","6.00","91.40","81.00","0.00","0","0","0","0","0","0","0","0"
"967450","20151029","84.90","74.50","1011.20","1010.70","3.90","2.30","4.10","90.70","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20151030","85.10","73.60","1010.80","1010.30","3.90","2.10","5.10","91.80","81.30","0.00","0","0","0","0","0","0","0","0"
"967450","20151031","85.60","74.40","1010.90","1010.40","4.30","2.60","8.00","90.70","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20151101","85.00","75.30","1011.10","1010.60","4.00","2.60","8.90","88.90","82.00","0.00","0","0","0","0","0","0","0","0"
"967450","20151102","84.40","74.90","1010.10","1009.60","3.90","4.00","8.90","89.20","78.80","0.04","0","0","0","0","0","0","0","0"
"967450","20151103","85.00","73.20","1010.10","1009.60","3.90","2.60","5.10","87.80","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20151104","85.90","73.70","1009.40","1008.90","4.20","3.40","7.00","90.70","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151105","85.20","74.60","1009.40","1008.80","4.10","2.30","7.00","90.30","81.30","0.00","0","0","0","0","0","0","0","0"
"967450","20151106","85.40","74.50","1009.70","1009.20","4.00","1.80","5.10","90.00","81.70","0.00","0","0","0","0","0","0","0","0"
"967450","20151107","83.30","75.00","1010.80","1010.30","4.00","1.90","4.10","89.60","79.90","0.00","0","0","0","0","1","1","0","0"
"967450","20151108","83.10","74.90","1011.30","1010.80","4.10","4.70","9.90","88.90","78.10","0.01","0","1","0","0","0","0","0","0"
"967450","20151109","84.90","74.10","1009.50","1009.00","4.20","2.50","6.00","90.00","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151110","85.40","74.00","1009.00","1008.50","4.00","1.90","6.00","90.30","80.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151111","84.50","74.40","1009.60","1009.20","3.90","2.90","7.00","90.30","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151112","85.40","73.90","1010.70","1010.20","4.20","3.60","8.00","91.00","80.20","0.00","0","0","0","0","0","0","0","1"
"967450","20151113","82.90","74.70","1010.60","1010.10","3.90","4.00","9.90","92.80","77.40","2.01","0","1","0","0","1","1","0","2"
"967450","20151114","85.30","75.60","1009.20","1008.60","4.20","2.60","6.00","91.40","76.60","0.00","0","0","0","0","0","0","1","3"
"967450","20151115","85.50","74.30","1009.00","1008.60","4.00","2.40","8.00","92.10","79.20","0.00","0","0","0","0","0","0","0","2"
"967450","20151116","81.70","74.80","1009.60","1009.10","3.90","2.60","6.00","90.00","77.90","0.20","0","1","0","0","1","1","1","3"
"967450","20151117","82.60","74.20","1009.80","1009.30","4.00","2.60","8.00","88.50","74.10","0.00","0","0","0","0","0","0","1","3"
"967450","20151119","83.70","74.10","1009.60","1009.10","4.00","3.00","9.90","90.70","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20151120","84.80","74.90","1008.70","1008.20","4.00","2.50","5.10","89.20","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20151121","84.40","74.40","1008.30","1007.80","4.20","2.70","8.90","89.60","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20151122","84.90","73.90","1008.30","1007.80","4.00","0.50","4.10","90.30","79.50","0.00","0","0","0","0","1","1","0","0"
"967450","20151123","86.20","74.00","1008.50","1008.00","4.20","2.10","7.00","93.90","80.20","0.00","0","0","0","0","0","0","0","1"
"967450","20151124","84.70","74.60","1008.80","1008.30","4.00","2.30","5.10","92.10","80.20","0.00","0","0","0","0","1","1","0","2"
"967450","20151125","85.00","73.90","1008.40","1007.90","4.30","3.20","8.90","91.40","79.70","0.00","0","0","0","0","0","0","1","3"
"967450","20151126","84.90","73.90","1008.80","1008.30","4.00","2.50","5.10","90.70","79.90","0.00","0","0","0","0","0","0","1","3"
"967450","20151127","84.60","75.40","1009.60","1009.10","4.00","1.10","5.10","89.20","81.00","0.12","0","0","0","0","0","0","0","0"
"967450","20151128","85.70","74.60","1010.60","1010.10","4.00","2.30","5.10","91.80","81.00","0.00","0","0","0","0","0","0","0","0"
"967450","20151130","83.00","75.50","1010.10","1009.70","4.00","2.00","5.10","90.70","77.70","0.00","0","0","0","0","1","1","0","0"
"967450","20151201","85.10","74.70","1009.90","1009.40","4.30","3.50","8.00","90.70","78.60","0.00","0","1","0","0","1","1","0","0"
"967450","20151202","85.80","74.90","1010.20","1009.70","4.30","4.50","8.00","92.50","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20151203","84.10","75.50","1010.70","1010.20","3.70","2.40","7.00","90.70","79.90","0.12","0","1","0","0","0","0","0","0"
"967450","20151204","84.30","75.20","1010.20","1009.70","4.00","4.10","8.00","90.70","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20151205","82.70","75.00","1010.70","1010.20","4.10","0.80","4.10","88.90","79.90","0.00","0","0","0","0","0","0","0","1"
"967450","20151206","81.70","75.70","1010.30","1009.80","3.70","2.10","4.10","90.30","75.60","1.65","0","1","0","1","1","1","0","2"
"967450","20151207","84.00","76.10","1010.40","1009.90","4.10","4.40","14.00","89.60","76.30","0.00","0","0","0","0","0","0","1","3"
"967450","20151208","82.00","75.90","1011.00","1010.60","3.90","1.00","4.10","87.10","77.00","0.05","0","0","0","0","1","1","0","1"
"967450","20151209","84.70","74.50","1010.60","1010.10","4.30","3.00","8.90","92.80","78.10","0.00","0","0","0","0","0","0","0","2"
"967450","20151210","85.30","75.00","1010.40","1009.90","4.30","3.30","7.00","92.10","79.20","0.00","0","0","0","0","0","0","1","3"
"967450","20151211","83.90","74.60","1009.60","1009.10","3.70","3.30","7.00","90.00","79.20","0.04","0","1","0","0","0","0","0","2"
"967450","20151212","82.80","74.00","1009.40","1008.90","3.90","1.40","7.00","86.40","77.00","0.00","0","0","0","0","0","0","1","3"
"967450","20151213","82.40","75.40","1009.30","1008.80","4.00","4.10","8.90","91.00","79.20","0.35","0","1","0","0","1","1","1","3"
"967450","20151214","81.60","74.30","1009.70","1009.20","4.20","4.90","8.00","87.40","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151215","82.10","73.10","1009.70","1009.20","4.10","4.50","6.00","86.40","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20151216","78.60","73.80","1010.20","1009.70","3.90","3.00","7.00","83.50","75.20","0.14","0","1","0","0","0","0","0","0"
"967450","20151217","78.30","72.30","1010.90","1010.40","3.90","2.50","5.10","81.70","74.80","0.06","0","1","0","0","0","0","0","0"
"967450","20151218","81.10","73.50","1011.60","1011.10","4.00","3.50","8.00","88.50","75.20","0.20","0","1","0","0","0","0","0","0"
"967450","20151219","80.80","75.00","1011.60","1011.10","3.90","2.60","7.00","86.40","74.50","0.16","0","1","0","0","1","1","0","0"
"967450","20151220","79.60","74.10","1010.50","1010.00","3.90","2.00","6.00","86.90","76.30","0.12","0","1","0","0","0","0","0","0"
"967450","20151222","84.70","72.60","1011.40","1010.90","4.30","3.60","8.00","91.80","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20151223","85.20","72.30","1010.60","1010.10","4.10","5.00","7.00","93.20","75.20","0.00","0","0","0","0","0","0","0","0"
"967450","20151224","85.20","70.90","1010.90","1010.40","4.00","4.00","7.00","92.50","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151225","83.40","74.60","1010.90","1010.40","4.20","2.20","6.00","90.30","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20151226","84.20","75.90","1011.10","1010.60","4.00","4.20","9.90","89.20","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20151228","83.80","76.20","1012.80","1012.30","4.20","2.90","8.00","88.20","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20151230","81.80","76.70","1011.30","1010.80","3.70","2.80","8.00","86.40","75.20","2.76","0","1","0","0","1","1","0","0"
"967450","20151231","82.10","76.50","1011.80","1011.30","3.80","2.60","7.00","86.40","76.50","0.01","0","1","0","0","0","0","0","0"
"967450","20160101","82.60","74.90","1012.10","1011.60","4.10","3.30","7.00","88.50","77.00","0.00","0","0","0","0","0","0","0","2"
"967450","20160102","81.40","75.80","1012.80","1012.30","3.90","3.20","11.10","87.80","77.40","0.60","0","1","0","0","1","1","1","3"
"967450","20160103","84.20","75.70","1012.50","1012.00","4.30","3.60","8.00","90.70","74.10","0.00","0","0","0","0","0","0","1","3"
"967450","20160104","84.50","77.10","1012.50","1012.00","4.10","3.30","7.00","88.90","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160105","83.20","75.60","1012.10","1011.60","4.00","2.30","9.90","89.20","79.20","0.47","0","0","0","0","1","1","0","0"
"967450","20160106","84.00","75.00","1012.70","1012.20","4.30","2.30","5.10","90.30","78.80","0.01","0","0","0","0","0","0","0","0"
"967450","20160107","86.30","76.40","1012.50","1012.00","4.30","3.90","7.00","93.20","79.30","0.00","0","0","0","0","0","0","0","0"
"967450","20160108","85.70","75.90","1011.60","1011.10","4.30","3.00","6.00","90.90","81.70","0.00","0","0","0","0","0","0","0","0"
"967450","20160109","84.70","76.00","1011.30","1010.80","4.20","4.20","14.00","89.20","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160110","85.10","75.40","1011.80","1011.30","4.20","2.70","8.90","90.30","80.20","0.00","0","0","0","0","0","0","0","1"
"967450","20160111","85.60","75.70","1011.30","1010.80","4.30","2.40","8.00","90.30","81.00","0.00","0","0","0","0","0","0","0","2"
"967450","20160112","83.30","76.30","1010.60","1010.10","4.00","2.00","8.00","88.20","80.20","0.20","0","1","0","0","0","0","1","3"
"967450","20160113","83.30","75.60","1010.30","1009.80","4.10","3.20","5.10","90.30","77.00","0.04","0","1","0","0","1","1","0","0"
"967450","20160114","85.40","76.40","1009.80","1009.30","4.30","2.70","8.90","89.60","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20160115","85.10","76.70","1009.40","1008.90","4.20","2.60","7.00","88.50","79.50","0.01","0","1","0","0","0","0","0","0"
"967450","20160116","85.00","76.10","1009.40","1008.90","4.00","1.20","4.10","89.20","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160117","84.80","75.30","1009.10","1008.60","3.90","2.80","6.00","91.00","78.80","0.00","0","0","0","0","0","0","0","1"
"967450","20160118","84.70","74.50","1009.20","1008.70","4.10","2.60","7.00","90.30","81.00","0.00","0","0","0","0","0","0","0","2"
"967450","20160120","80.90","75.30","1011.20","1010.70","4.00","3.00","6.00","88.50","74.30","0.01","0","1","0","0","0","0","1","3"
"967450","20160121","83.20","76.90","1010.80","1010.30","3.80","1.70","5.10","85.30","78.80","0.03","0","1","0","0","0","0","0","0"
"967450","20160122","83.00","76.70","1010.50","1010.00","3.80","2.60","8.00","88.50","77.00","0.17","0","1","0","0","1","1","0","0"
"967450","20160123","79.80","75.50","1011.60","1011.10","3.90","1.80","6.00","84.60","77.20","0.43","0","1","0","0","0","0","0","0"
"967450","20160124","80.70","75.50","1012.70","1012.20","3.90","3.10","12.00","87.10","75.90","0.98","0","1","0","0","1","1","0","0"
"967450","20160125","78.60","76.10","1012.30","1011.80","3.70","0.80","6.00","82.00","75.20","0.26","0","1","0","0","0","0","0","0"
"967450","20160128","84.20","76.40","1010.20","1009.70","4.00","3.60","11.10","89.20","79.50","0.00","0","0","0","0","0","0","0","1"
"967450","20160130","84.00","76.70","1009.40","1009.00","3.90","3.40","8.90","88.90","80.60","0.00","0","1","0","0","0","0","1","3"
"967450","20160131","82.20","75.30","1009.30","1008.80","4.20","3.30","7.00","87.40","78.10","0.28","0","0","0","0","1","1","1","3"
"967450","20160201","81.30","76.50","1009.20","1008.70","3.70","2.40","7.00","86.40","77.00","2.56","0","1","0","0","1","1","0","2"
"967450","20160202","81.90","75.50","1009.70","1009.20","4.00","3.40","8.00","87.10","77.00","0.08","0","1","0","0","0","0","1","3"
"967450","20160203","84.10","74.30","1009.30","1008.90","4.00","3.80","8.90","89.20","78.10","0.00","0","1","0","0","0","0","1","3"
"967450","20160204","83.10","76.50","1008.80","1008.40","4.00","1.10","2.90","87.40","79.50","0.02","0","1","0","0","0","0","0","1"
"967450","20160205","83.80","76.10","1008.40","1007.90","4.00","2.00","6.00","88.50","80.10","0.12","0","0","0","0","0","0","0","2"
"967450","20160206","83.60","77.70","1008.20","1007.70","4.30","2.30","6.00","90.00","80.20","0.20","0","1","0","0","1","1","1","3"
"967450","20160207","82.90","76.70","1009.60","1009.10","4.00","3.40","9.90","88.90","80.10","0.16","0","0","0","0","1","1","1","3"
"967450","20160208","81.00","75.70","1009.80","1009.40","3.90","3.60","9.90","87.60","77.00","0.47","0","1","0","0","1","1","0","1"
"967450","20160209","79.90","75.90","1009.60","1009.10","3.90","3.00","8.00","88.50","77.00","2.05","0","1","0","0","0","0","0","2"
"967450","20160210","81.40","75.40","1009.80","1009.20","4.10","2.30","6.00","85.60","77.70","0.00","0","0","0","0","0","0","1","3"
"967450","20160211","80.80","75.20","1010.10","1009.60","3.90","1.00","4.10","87.10","77.40","0.51","0","1","0","0","0","0","1","3"
"967450","20160212","79.10","75.40","1010.60","1010.10","3.70","1.30","6.00","86.40","77.00","0.46","0","1","0","0","1","1","1","3"
"967450","20160213","82.80","75.00","1011.00","1010.50","4.10","2.40","7.00","88.90","77.00","0.00","0","1","0","0","0","0","1","3"
"967450","20160214","81.20","75.30","1010.90","1010.40","4.10","2.80","5.10","89.60","77.40","0.20","0","1","0","0","1","1","1","3"
"967450","20160215","83.40","76.30","1010.60","1010.10","4.10","3.20","7.00","87.80","77.00","0.00","0","0","0","0","0","0","1","3"
"967450","20160217","81.50","75.10","1012.80","1012.20","3.90","2.60","8.00","85.30","75.20","0.02","0","1","0","0","0","0","0","1"
"967450","20160218","83.60","75.10","1011.50","1011.00","4.50","3.40","6.00","87.10","77.00","0.00","0","0","0","0","0","0","0","2"
"967450","20160219","83.40","76.10","1010.80","1010.30","4.00","1.60","6.00","86.40","79.20","0.01","0","1","0","0","0","0","1","3"
"967450","20160220","83.00","76.20","1011.80","1011.30","4.00","1.60","6.00","86.70","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20160221","83.50","75.70","1012.70","1012.00","4.00","2.30","7.00","88.50","78.80","0.04","0","0","0","0","0","0","0","1"
"967450","20160222","83.80","76.00","1012.70","1012.20","4.00","4.00","8.00","87.80","80.20","0.00","0","0","0","0","0","0","0","2"
"967450","20160223","83.80","75.00","1011.40","1010.90","4.00","3.40","7.00","88.50","78.80","0.00","0","0","0","0","0","0","1","3"
"967450","20160224","82.00","75.90","1011.50","1011.00","3.30","4.20","7.00","86.70","75.90","2.87","0","1","0","0","1","1","1","3"
"967450","20160225","80.50","76.20","1012.90","1012.40","3.40","3.90","8.00","86.40","75.60","1.14","0","1","0","0","1","1","1","3"
"967450","20160226","81.00","75.10","1012.60","1012.10","4.00","2.40","5.10","85.60","75.90","0.12","0","1","0","0","0","0","1","3"
"967450","20160228","80.10","76.80","1012.90","1012.40","4.00","0.90","4.10","83.80","76.30","0.27","0","1","0","0","0","0","1","3"
"967450","20160229","79.90","75.90","1012.70","1012.20","3.60","3.50","9.90","86.70","75.90","0.87","0","1","0","0","0","0","1","3"
"967450","20160301","81.50","75.50","1011.40","1011.00","4.00","3.20","7.00","85.30","75.90","0.16","0","1","0","0","0","0","1","3"
"967450","20160302","81.50","76.00","1012.50","1012.00","3.80","1.50","6.00","86.70","75.90","0.08","0","1","0","0","0","0","1","3"
"967450","20160304","82.80","76.60","1011.20","1010.70","4.00","3.60","9.90","87.10","78.10","0.04","0","1","0","0","0","0","0","2"
"967450","20160306","82.30","75.40","1010.50","1010.00","4.10","3.60","7.00","89.20","77.70","0.47","0","1","0","0","0","0","0","1"
"967450","20160307","84.80","77.60","1009.90","1009.40","4.30","3.00","7.00","89.60","77.70","0.00","0","0","0","0","0","0","0","2"
"967450","20160308","84.10","76.10","1009.30","1008.90","4.00","3.10","8.00","90.30","78.80","0.00","0","0","0","0","0","0","1","3"
"967450","20160309","84.20","76.10","1009.90","1009.50","4.30","2.40","7.00","91.40","78.80","0.02","0","0","0","0","0","0","1","3"
"967450","20160310","84.60","77.30","1010.60","1010.10","4.00","3.40","12.00","89.20","78.80","0.04","0","1","0","0","0","0","1","3"
"967450","20160311","84.10","76.00","1010.80","1010.30","4.20","2.90","8.00","90.00","79.50","0.00","0","0","0","0","0","0","1","3"
"967450","20160312","84.60","75.40","1010.70","1010.20","4.10","1.50","4.10","89.60","77.00","0.04","0","0","0","0","0","0","1","3"
"967450","20160313","85.10","76.30","1011.00","1010.50","4.30","1.40","6.00","90.30","79.90","0.00","0","0","0","0","0","0","1","3"
"967450","20160314","83.80","76.40","1011.00","1010.50","4.20","3.10","7.00","89.20","79.90","0.12","0","1","0","0","0","0","0","2"
"967450","20160315","81.70","76.30","1010.40","1009.90","4.00","1.10","6.00","90.70","78.80","1.57","0","1","0","0","1","1","1","3"
"967450","20160316","84.50","77.20","1010.00","1009.50","4.20","2.00","5.10","90.00","78.80","0.20","0","0","0","0","0","0","1","3"
"967450","20160317","84.80","77.20","1009.90","1009.40","4.20","3.10","7.00","91.00","79.20","0.43","0","1","0","0","0","0","0","2"
