STN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,FOG,RAIN,SNOW,HAIL,THUNDER,TORNADO,FACT1,FACT2
"967450","20160318","82.90","75.70","1009.90","1009.40","4.00","1.10","2.90","86.70","78.80","0.00","0","0","0","0","0","0","1","3"
"967450","20160320","83.70","78.60","1009.80","1009.30","4.20","2.80","7.00","89.20","78.80","0.00","0","0","0","0","0","0","0","1"
"967450","20160321","84.00","77.30","1009.10","1008.60","4.00","1.00","4.10","88.50","80.60","0.00","0","1","0","0","0","0","0","2"
"967450","20160322","82.80","75.80","1007.90","1008.50","4.00","2.60","8.00","90.70","78.40","0.24","0","1","0","0","0","0","1","3"
"967450","20160323","82.90","73.40","1011.00","1010.50","4.00","1.00","5.10","89.60","79.90","0.00","0","0","0","0","0","0","1","3"
"967450","20160324","84.40","74.50","1012.20","1011.70","4.10","2.10","5.10","90.30","79.50","0.00","0","1","0","0","0","0","0","0"
"967450","20160325","83.70","77.00","1012.20","1011.70","4.10","2.80","7.00","89.60","80.20","0.00","0","1","0","0","1","1","0","0"
"967450","20160326","82.40","75.80","1013.10","1012.60","4.10","2.40","7.00","86.40","77.00","0.01","0","1","0","0","0","0","0","0"
"967450","20160327","84.30","75.60","1012.90","1012.40","4.30","2.70","8.90","88.20","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20160328","84.00","76.20","1012.30","1011.40","4.10","3.90","9.90","90.00","77.70","1.57","0","1","0","0","0","0","0","1"
"967450","20160329","82.60","74.70","1012.50","1012.00","3.90","2.50","7.00","87.40","77.00","0.02","0","1","0","0","0","0","0","2"
"967450","20160330","82.60","76.30","1012.40","1011.90","4.00","1.50","4.10","85.60","78.40","0.24","0","0","0","0","0","0","1","3"
"967450","20160331","82.20","76.70","1011.30","1010.80","3.80","2.80","6.00","86.00","79.90","0.00","0","1","0","0","0","0","0","1"
"967450","20160401","83.40","75.40","1010.60","1010.10","4.20","2.30","5.10","89.20","77.00","0.00","0","0","0","0","0","0","0","2"
"967450","20160402","83.50","74.90","1011.00","1010.60","4.30","2.70","6.00","89.20","79.20","0.00","0","0","0","0","0","0","1","3"
"967450","20160403","86.20","76.30","1011.40","1010.50","4.30","4.00","15.90","92.50","79.50","0.00","0","0","0","0","0","0","1","3"
"967450","20160404","86.80","75.40","1010.20","1009.70","4.20","3.00","6.00","94.30","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160406","85.90","75.40","1010.40","1009.90","4.30","3.90","8.90","93.60","78.80","0.00","0","0","0","0","0","0","0","2"
"967450","20160407","88.10","76.50","1009.60","1009.10","4.60","4.70","6.00","92.50","81.30","0.00","0","0","0","0","0","0","1","3"
"967450","20160408","86.30","76.40","1010.30","1009.80","4.20","3.00","5.10","91.40","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160409","84.50","75.40","1010.20","1009.70","4.20","4.20","9.90","92.80","79.50","0.12","0","1","0","0","0","0","0","0"
"967450","20160410","86.00","77.00","1010.10","1009.60","4.30","3.30","7.00","92.50","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160411","85.80","76.50","1009.90","1009.40","4.10","2.40","5.10","91.80","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20160412","84.90","76.20","1009.60","1009.10","4.00","3.00","8.90","88.50","81.30","0.00","0","1","0","0","0","0","0","0"
"967450","20160413","85.90","75.40","1009.70","1009.20","4.10","3.80","7.00","95.00","81.70","0.00","0","0","0","0","0","0","0","0"
"967450","20160414","84.80","75.60","1009.80","1009.30","4.20","2.60","7.00","92.50","80.60","0.12","0","1","0","0","1","1","0","0"
"967450","20160415","84.30","76.50","1010.50","1010.00","4.00","1.50","4.10","89.20","79.50","0.00","0","1","0","0","0","0","0","0"
"967450","20160416","86.90","77.60","1010.10","1009.60","4.30","2.70","6.00","94.30","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160417","80.70","76.50","1010.60","1010.10","3.90","2.00","5.10","93.20","76.60","1.69","0","1","0","0","0","0","0","1"
"967450","20160418","84.80","77.00","1009.80","1009.20","4.30","2.40","5.10","92.80","76.60","0.55","0","1","0","0","0","0","0","2"
"967450","20160420","82.70","77.10","1010.70","1010.20","3.80","1.70","7.00","88.50","77.40","0.20","0","1","0","0","1","1","1","3"
"967450","20160421","83.00","76.40","1010.30","1009.80","4.00","2.10","5.10","89.60","76.60","0.04","0","1","0","0","0","0","1","3"
"967450","20160422","85.50","76.60","1009.80","1009.30","4.10","4.90","8.00","92.10","76.60","0.00","0","0","0","0","0","0","1","3"
"967450","20160423","85.70","75.90","1009.40","1008.90","4.30","3.50","6.00","91.80","81.30","0.00","0","0","0","0","0","0","0","1"
"967450","20160424","85.80","76.40","1008.90","1008.50","4.20","1.50","4.10","92.10","81.00","0.00","0","1","0","0","0","0","0","2"
"967450","20160426","81.90","76.80","1010.60","1010.10","3.90","1.60","5.10","83.80","80.20","0.04","0","1","0","0","0","0","1","3"
"967450","20160427","84.50","74.90","1008.90","1008.40","4.30","2.60","5.10","90.70","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20160428","86.10","76.20","1009.60","1009.10","4.20","3.00","6.00","92.80","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20160429","85.80","75.80","1009.60","1009.20","4.00","2.70","6.00","93.20","81.00","0.00","0","0","0","0","0","0","0","1"
"967450","20160430","83.70","76.20","1009.70","1009.20","4.10","2.50","5.10","91.80","79.50","0.00","0","1","0","0","1","1","0","2"
"967450","20160501","84.80","76.60","1009.70","1009.20","4.00","3.40","7.00","90.30","79.50","0.00","0","0","0","0","0","0","1","3"
"967450","20160502","86.00","76.20","1009.90","1009.40","4.30","3.10","7.00","93.90","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20160504","87.20","77.40","1008.70","1008.20","4.30","3.00","6.00","92.70","81.50","0.00","0","0","0","0","0","0","0","0"
"967450","20160505","82.20","76.60","1009.10","1008.60","4.00","0.90","7.00","84.90","79.90","0.24","0","1","0","0","0","0","0","1"
"967450","20160506","84.70","76.60","1008.30","1007.80","4.20","1.40","6.00","90.30","79.20","0.00","0","0","0","0","0","0","0","2"
"967450","20160507","85.10","76.10","1008.90","1008.50","4.20","1.40","6.00","90.70","79.90","0.00","0","0","0","0","0","0","1","3"
"967450","20160508","82.90","76.70","1009.50","1009.00","4.10","2.10","9.90","90.70","77.00","1.34","0","1","0","0","0","0","1","3"
"967450","20160509","84.40","76.00","1009.40","1008.90","4.20","2.60","6.00","90.30","78.80","0.04","0","1","0","0","0","0","1","3"
"967450","20160510","86.20","77.20","1008.40","1007.90","4.30","2.10","5.10","93.20","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20160511","86.90","76.80","1008.10","1007.60","4.30","2.80","7.00","93.90","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20160512","85.70","75.90","1007.60","1007.10","4.10","1.60","4.10","93.20","78.80","0.04","0","1","0","0","0","0","0","0"
"967450","20160513","87.10","77.00","1008.10","1007.60","4.10","2.50","6.00","95.40","80.20","0.47","0","1","0","0","0","0","0","0"
"967450","20160514","84.70","77.20","1009.90","1009.40","3.80","2.20","7.00","92.10","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160515","86.70","77.80","1008.80","1008.20","4.30","1.90","5.10","93.60","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160516","85.30","77.40","1008.80","1008.30","4.00","2.30","5.10","90.70","82.00","0.18","0","1","0","0","0","0","0","0"
"967450","20160517","83.90","76.90","1009.10","1008.70","4.00","1.60","6.00","90.00","80.60","0.02","0","1","0","0","0","0","0","0"
"967450","20160518","86.00","77.20","1009.10","1008.60","4.30","3.00","6.00","92.50","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160519","87.00","76.40","1009.00","1008.50","4.20","3.40","7.00","91.80","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20160520","85.70","77.00","1008.20","1007.80","3.90","1.00","5.10","92.10","78.80","2.09","0","1","0","0","0","0","0","0"
"967450","20160521","82.20","77.20","1010.40","1009.90","4.00","2.20","5.10","89.20","76.50","0.21","0","1","0","0","1","1","0","1"
"967450","20160522","84.10","77.20","1011.00","1010.50","4.00","2.50","7.00","88.90","78.80","0.24","0","1","0","0","0","0","0","2"
"967450","20160523","82.90","77.20","1011.30","1010.80","4.00","1.60","7.00","90.30","78.30","0.75","0","0","0","0","1","1","1","3"
"967450","20160524","84.20","77.00","1010.20","1009.70","4.20","2.20","5.10","91.00","78.10","0.16","0","1","0","0","0","0","0","2"
"967450","20160525","86.10","76.80","1009.80","1009.30","4.20","2.00","6.00","93.20","78.40","0.00","0","0","0","0","0","0","1","3"
"967450","20160526","85.50","76.80","1010.60","1010.10","4.10","2.20","6.00","90.70","78.80","0.00","0","0","0","0","0","0","1","3"
"967450","20160528","86.00","75.80","1010.00","1009.50","4.20","3.20","6.00","93.60","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20160529","80.50","75.40","1010.30","1009.80","3.90","0.50","4.10","86.70","78.10","0.08","0","1","0","0","0","0","0","0"
"967450","20160530","82.40","75.80","1011.20","1010.80","4.00","1.50","4.10","88.50","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20160531","84.40","75.40","1011.20","1010.70","4.10","2.60","7.00","90.70","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20160601","86.10","77.30","1010.70","1010.20","4.20","1.40","4.10","91.80","78.80","0.00","0","0","0","0","1","1","0","1"
"967450","20160602","85.70","75.80","1008.90","1009.50","4.30","2.00","7.00","91.40","80.20","0.00","0","0","0","0","0","0","0","2"
"967450","20160603","85.10","76.20","1011.10","1010.60","4.20","3.00","6.00","92.80","78.80","0.00","0","1","0","0","0","0","1","3"
"967450","20160604","85.70","76.40","1011.10","1010.60","4.20","1.50","5.10","92.80","80.20","0.00","0","0","0","0","0","0","1","3"
"967450","20160605","83.20","76.40","1011.70","1011.20","4.00","1.60","7.00","89.20","79.90","0.00","0","0","0","0","0","0","1","3"
"967450","20160606","82.40","74.20","1012.20","1011.70","4.00","0.50","4.10","90.30","78.80","0.08","0","1","0","0","0","0","1","3"
"967450","20160607","84.30","74.30","1011.70","1011.20","4.20","2.40","6.00","93.60","78.40","0.00","0","0","0","0","0","0","1","3"
"967450","20160608","85.60","74.10","1011.20","1010.70","4.30","2.60","6.00","90.70","78.80","0.00","0","0","0","0","0","0","1","3"
"967450","20160609","83.60","76.00","1011.50","1011.00","4.00","1.50","4.10","90.30","78.80","1.18","0","1","0","0","1","1","1","3"
"967450","20160610","84.70","76.00","1011.80","1011.30","4.10","2.30","4.10","91.80","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20160611","86.20","75.10","1011.90","1011.40","4.30","2.80","7.00","94.30","79.50","0.00","0","0","0","0","0","0","0","0"
"967450","20160612","85.10","74.20","1011.30","1010.80","4.20","1.80","5.10","91.80","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160613","85.40","75.00","1010.80","1010.30","4.00","1.20","4.10","91.40","80.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160614","83.50","74.90","1010.30","1009.80","4.20","1.50","5.10","88.20","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20160615","82.70","74.30","1009.90","1009.40","4.00","3.10","8.00","89.60","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20160617","83.70","75.80","1009.10","1008.60","3.90","2.80","5.10","91.80","76.60","0.47","0","1","0","0","1","1","0","2"
"967450","20160618","78.40","72.90","1010.40","1009.50","3.80","1.50","5.10","86.00","74.80","0.16","0","1","0","0","0","0","1","3"
"967450","20160619","83.50","74.00","1010.10","1009.60","4.30","1.60","5.10","89.60","74.10","0.00","0","0","0","0","0","0","0","0"
"967450","20160620","83.60","75.10","1009.40","1008.90","4.10","2.20","5.10","88.90","77.40","0.00","0","0","0","0","0","0","0","0"
"967450","20160621","84.70","74.20","1009.50","1009.00","4.00","2.20","8.90","95.00","77.40","0.00","0","0","0","0","0","0","0","0"
"967450","20160622","83.60","74.50","1010.40","1009.90","4.30","2.10","6.00","90.70","77.00","0.01","0","1","0","0","0","0","0","0"
"967450","20160623","83.70","74.80","1009.80","1009.30","4.20","2.60","5.10","92.10","77.70","0.24","0","0","0","0","0","0","0","0"
"967450","20160624","81.70","75.50","1010.00","1009.60","3.70","3.10","15.00","90.00","77.00","0.12","0","1","0","0","1","1","0","0"
"967450","20160625","83.80","75.30","1011.00","1010.50","4.30","2.20","5.10","90.30","74.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160626","82.40","74.90","1010.80","1010.30","4.20","3.30","14.00","91.00","75.60","0.83","0","1","0","0","0","0","0","0"
"967450","20160627","84.00","74.00","1009.70","1009.30","4.00","2.40","11.10","88.90","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20160628","84.30","74.30","1009.50","1009.00","4.20","1.40","6.00","90.00","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160629","83.00","75.20","1010.60","1010.20","4.30","2.10","7.00","90.00","78.40","0.63","0","0","0","0","1","1","0","0"
"967450","20160630","87.20","75.70","1010.60","1010.10","4.10","1.60","6.00","99.90","77.70","0.00","0","0","0","0","0","0","0","1"
"967450","20160701","83.40","76.90","1011.20","1010.70","4.00","2.10","7.00","88.50","77.20","0.00","0","1","0","0","0","0","0","2"
"967450","20160702","85.60","75.80","1011.40","1010.90","4.30","2.90","6.00","91.80","79.20","0.00","0","0","0","0","0","0","1","3"
"967450","20160703","81.60","75.40","1011.30","1010.80","3.80","1.50","5.10","91.40","75.20","2.36","0","1","0","0","0","0","0","2"
"967450","20160704","84.50","76.10","1009.90","1009.40","4.30","2.00","5.10","92.10","75.60","0.00","0","0","0","0","0","0","1","3"
"967450","20160705","83.50","75.50","1009.50","1009.00","4.20","2.20","7.00","92.80","75.90","0.00","0","1","0","0","0","0","0","0"
"967450","20160706","85.40","76.10","1009.30","1008.90","4.00","2.00","5.10","93.60","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160707","84.70","75.10","1010.20","1009.70","4.30","3.60","8.90","93.60","77.90","0.04","0","1","0","0","0","0","0","0"
"967450","20160708","84.80","75.40","1010.30","1009.80","4.20","2.80","7.00","91.00","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20160709","86.00","74.70","1008.80","1009.50","4.10","2.60","8.00","95.00","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160710","83.80","75.10","1010.10","1009.60","4.00","1.50","7.00","88.20","79.70","0.00","0","0","0","0","0","0","0","0"
"967450","20160711","84.70","75.70","1010.30","1009.80","4.00","2.80","7.00","93.20","78.80","0.20","0","1","0","0","0","0","0","0"
"967450","20160712","84.20","74.50","1009.80","1009.30","3.90","1.90","5.10","91.40","77.00","0.00","0","0","0","0","1","1","0","0"
"967450","20160713","84.20","74.70","1009.60","1009.10","4.20","2.20","5.10","90.30","79.20","0.00","0","0","0","0","1","1","0","0"
"967450","20160714","84.40","75.50","1008.90","1008.50","3.90","2.40","5.10","91.80","79.90","0.00","0","0","0","0","0","0","0","0"
"967450","20160715","85.30","75.60","1009.50","1009.00","4.30","2.40","5.10","92.50","80.60","0.00","0","0","0","0","0","0","0","1"
"967450","20160716","82.10","76.00","1010.70","1010.20","3.80","3.20","6.00","90.70","75.90","3.07","0","1","0","0","0","0","0","2"
"967450","20160718","83.30","75.00","1009.30","1008.80","4.10","1.70","7.00","90.00","75.20","0.00","0","0","0","0","0","0","1","3"
"967450","20160719","82.10","75.00","1009.30","1008.80","4.20","3.20","6.00","89.60","77.40","0.63","0","1","0","0","0","0","1","3"
"967450","20160720","79.10","74.40","1009.90","1009.40","3.70","2.90","8.00","89.60","76.30","1.73","0","1","0","0","0","0","1","3"
"967450","20160721","82.10","73.90","1009.90","1009.40","4.10","2.10","6.00","88.90","75.20","0.20","0","0","0","0","0","0","1","3"
"967450","20160722","79.30","73.70","1010.70","1010.20","4.00","2.40","5.80","87.80","76.50","0.16","0","1","0","0","1","1","1","3"
"967450","20160723","83.60","73.90","1009.80","1009.30","4.00","2.90","7.00","92.50","75.40","0.00","0","0","0","0","0","0","1","3"
"967450","20160724","82.20","74.80","1009.70","1009.20","4.10","1.50","5.10","89.60","77.00","0.31","0","0","0","0","1","1","1","3"
"967450","20160725","82.90","74.00","1010.30","1009.80","4.00","2.70","7.80","88.20","76.60","0.01","0","1","0","0","0","0","0","0"
"967450","20160726","83.10","72.70","1010.00","1009.50","4.20","3.50","8.00","90.30","75.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160727","84.90","72.40","1009.70","1009.20","4.30","2.40","6.00","92.50","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20160728","85.10","73.60","1010.10","1009.60","4.20","3.00","8.00","92.10","75.20","0.00","0","0","0","0","0","0","0","0"
"967450","20160729","85.70","75.00","1009.60","1009.10","4.20","2.10","7.00","93.90","77.70","0.01","0","1","0","0","0","0","0","0"
"967450","20160730","84.40","75.00","1009.70","1009.20","4.30","3.00","7.00","90.70","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20160731","85.80","73.50","1009.80","1009.20","4.30","3.60","8.00","92.10","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160802","82.90","73.50","1008.70","1008.20","4.20","1.30","6.00","90.70","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20160803","83.80","69.00","1009.50","1009.00","4.20","1.90","6.00","90.30","76.30","0.00","0","0","0","0","0","0","0","0"
"967450","20160804","84.20","71.60","1010.20","1009.70","4.30","2.80","7.00","91.40","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20160805","84.30","72.60","1010.70","1010.10","4.20","2.30","5.10","90.30","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20160806","84.70","71.90","1010.30","1009.80","4.20","3.10","8.00","92.50","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20160807","84.00","74.80","1010.80","1010.20","4.20","1.60","7.00","91.00","78.80","0.24","0","1","0","0","0","0","0","0"
"967450","20160808","82.00","75.90","1011.00","1010.50","4.00","2.40","5.10","87.10","78.80","0.59","0","0","0","0","0","0","0","0"
"967450","20160809","83.20","75.60","1010.90","1010.50","4.00","1.90","4.10","89.60","78.10","0.12","0","1","0","0","0","0","0","0"
"967450","20160810","84.70","75.40","1010.70","1010.30","4.30","2.20","5.10","93.20","77.70","0.16","0","1","0","0","0","0","0","0"
"967450","20160811","84.00","75.20","1011.60","1011.10","4.00","2.40","8.00","89.60","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20160812","84.60","74.40","1010.70","1010.30","4.00","1.00","5.10","90.00","78.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160813","82.50","74.50","1010.30","1009.80","4.20","2.40","6.00","90.00","74.10","1.13","0","1","0","0","1","1","0","0"
"967450","20160814","79.20","74.60","1010.30","1009.90","3.70","1.00","5.10","86.00","77.00","0.12","0","1","0","0","1","1","0","0"
"967450","20160815","83.50","74.80","1009.70","1009.30","4.00","1.00","5.10","89.60","76.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160816","83.00","74.20","1010.50","1010.00","4.20","2.60","5.10","88.50","78.10","0.00","0","0","0","0","0","0","0","0"
"967450","20160817","85.70","75.20","1009.10","1008.60","4.20","3.30","7.00","93.20","77.70","0.00","0","0","0","0","0","0","0","1"
"967450","20160818","83.90","75.20","1008.90","1008.40","4.00","1.90","5.10","89.20","78.80","0.00","0","0","0","0","0","0","0","2"
"967450","20160819","82.40","74.90","1008.80","1008.30","4.10","2.90","5.10","89.60","75.60","1.97","0","1","0","0","1","1","1","3"
"967450","20160820","83.30","72.50","1009.10","1008.60","4.30","2.70","7.00","88.90","75.20","0.00","0","0","0","0","0","0","1","3"
"967450","20160821","83.40","73.20","1009.30","1008.80","4.30","2.60","4.10","87.80","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20160823","82.00","73.80","1007.80","1007.30","3.70","2.60","7.00","87.80","77.20","0.39","0","1","0","0","0","0","0","0"
"967450","20160824","82.80","74.00","1008.10","1007.60","4.10","3.10","8.00","87.40","75.60","0.00","0","0","0","0","0","0","0","0"
"967450","20160825","83.10","73.20","1009.20","1008.80","4.00","2.40","7.00","89.60","76.10","0.00","0","0","0","0","0","0","0","1"
"967450","20160826","84.00","74.90","1009.90","1009.40","4.20","1.80","5.80","89.60","78.80","0.00","0","0","0","0","0","0","0","2"
"967450","20160827","83.40","75.50","1010.90","1010.40","4.30","4.00","8.00","91.40","79.20","0.16","0","0","0","0","0","0","1","3"
"967450","20160828","84.20","75.40","1010.80","1010.30","4.10","2.40","7.00","89.60","77.00","0.00","0","0","0","0","0","0","1","3"
"967450","20160830","80.10","75.60","1011.00","1010.50","3.70","2.00","6.00","87.40","75.60","1.69","0","1","0","0","1","1","1","3"
"967450","20160831","84.30","75.20","1011.70","1011.20","4.00","2.80","7.00","91.80","75.60","0.00","0","0","0","0","0","0","1","3"
"967450","20160901","84.10","75.00","1010.90","1010.40","4.10","3.00","11.10","91.40","77.00","0.00","0","0","0","0","0","0","1","3"
"967450","20160902","84.10","76.30","1010.10","1009.60","4.00","2.40","5.10","89.60","78.80","0.00","0","0","0","0","0","0","0","1"
"967450","20160903","83.50","75.30","1010.30","1009.80","4.20","2.00","6.00","88.90","78.60","0.00","0","0","0","0","0","0","0","2"
"967450","20160904","84.00","75.20","1011.00","1010.50","4.10","3.10","5.80","91.40","76.30","2.13","0","1","0","0","0","0","1","3"
"967450","20160905","84.30","74.70","1011.50","1011.00","4.00","3.40","8.00","91.00","77.00","0.00","0","0","0","0","0","0","1","3"
"967450","20160906","83.60","74.50","1012.00","1011.50","4.00","3.10","7.00","91.00","76.60","0.31","0","1","0","0","0","0","0","2"
"967450","20160907","81.40","74.20","1011.90","1011.30","4.00","3.10","8.00","88.90","76.30","0.02","0","1","0","0","1","1","1","3"
"967450","20160908","82.60","74.60","1012.20","1011.80","4.00","1.80","5.10","87.80","77.00","0.00","0","0","0","0","0","0","1","3"
"967450","20160909","85.40","74.20","1011.80","1011.30","4.00","1.30","6.00","91.40","77.70","0.00","0","0","0","0","0","0","0","0"
"967450","20160910","85.80","73.00","1009.80","1009.30","4.30","2.80","6.00","90.70","80.60","0.00","0","0","0","0","0","0","0","0"
"967450","20160911","84.30","72.50","1009.80","1009.30","4.30","0.90","4.10","93.60","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20160912","82.50","72.70","1010.50","1010.00","4.30","2.40","8.90","90.00","64.80","0.00","0","0","0","0","0","0","0","0"
"967450","20160913","85.30","72.60","1010.60","1010.10","4.30","3.10","8.00","89.20","79.20","0.00","0","0","0","0","0","0","0","1"
"967450","20160914","83.40","74.20","1010.40","1009.90","3.80","1.40","4.10","90.00","77.90","0.24","0","1","0","0","1","1","0","2"
"967450","20160915","82.80","74.90","1010.00","1009.50","4.00","1.10","2.90","91.00","77.70","0.12","0","1","0","0","0","0","1","3"
"967450","20160916","84.90","75.40","1009.70","1009.10","4.30","2.60","6.00","90.70","78.40","0.00","0","0","0","0","0","0","0","2"
"967450","20160918","84.00","75.90","1009.40","1008.90","3.90","0.40","2.90","91.40","77.70","0.00","0","0","0","0","0","0","0","1"
"967450","20160919","82.00","76.50","1008.60","1008.10","4.00","3.40","8.00","88.90","78.80","0.51","0","1","0","0","1","1","0","2"
"967450","20160920","85.00","73.80","1008.60","1008.10","4.20","4.00","8.00","92.50","79.00","0.00","0","0","0","0","0","0","1","3"
"967450","20160921","82.00","74.90","1010.20","1009.70","4.00","2.00","6.00","90.70","79.20","0.28","0","1","0","0","0","0","0","0"
"967450","20160922","82.60","75.20","1010.00","1009.70","4.00","1.70","7.00","86.70","78.80","0.00","0","0","0","0","0","0","0","1"
"967450","20160923","81.70","75.80","1009.00","1008.50","4.20","1.80","6.00","88.50","77.70","0.08","0","1","0","0","0","0","0","2"
"967450","20160924","80.90","74.30","1008.50","1008.00","4.00","2.50","7.00","90.00","77.70","0.02","0","1","0","0","0","0","1","3"
"967450","20160925","82.80","75.50","1009.30","1008.80","4.00","3.90","7.00","90.50","76.30","0.91","0","1","0","0","0","0","1","3"
"967450","20160926","84.00","73.40","1009.30","1008.80","4.20","3.40","8.00","90.00","77.00","0.00","0","0","0","0","0","0","1","3"
"967450","20160928","83.30","73.50","1009.10","1008.60","4.10","2.60","6.00","91.00","75.60","0.24","0","1","0","0","0","0","0","0"
"967450","20160930","81.50","75.30","1009.30","1008.80","3.50","1.90","5.10","85.60","77.00","0.08","0","1","0","0","1","1","0","0"
"967450","20161001","85.40","73.90","1009.70","1009.20","4.30","4.10","8.00","91.40","79.20","0.00","0","0","0","0","0","0","0","0"
"967450","20161002","82.80","72.80","1010.80","1010.30","3.90","4.70","7.00","91.00","78.80","0.00","0","0","0","0","0","0","0","1"
"967450","20161003","83.60","70.80","1009.50","1008.70","4.10","2.90","8.00","92.50","79.20","0.03","0","0","0","0","0","0","0","2"
"967450","20161004","81.50","74.60","1009.20","1008.70","3.90","1.60","8.00","89.20","78.80","0.16","0","1","0","0","0","0","1","3"
"967450","20161005","83.10","74.20","1009.50","1009.00","4.10","0.80","4.10","90.70","77.40","0.00","0","1","0","0","0","0","1","3"
"967450","20161006","83.70","74.40","1010.00","1009.50","3.90","3.60","7.00","89.20","78.80","0.12","0","1","0","0","0","0","0","0"
"967450","20161007","84.30","74.50","1010.80","1010.30","3.90","3.90","6.00","90.70","77.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161008","81.50","74.40","1011.60","1011.20","3.50","1.10","5.10","87.40","77.70","0.08","0","1","0","0","0","0","0","1"
"967450","20161009","82.30","73.20","1010.30","1009.80","3.90","2.30","4.10","90.70","77.00","0.20","0","1","0","0","0","0","0","2"
"967450","20161010","80.50","74.80","1010.10","1009.60","3.90","2.00","6.00","87.10","74.10","0.35","0","1","0","0","0","0","1","3"
"967450","20161011","82.20","75.80","1009.10","1008.70","3.80","1.30","5.10","91.00","78.10","0.59","0","1","0","0","0","0","1","3"
"967450","20161012","81.10","75.70","1008.80","1008.40","3.80","0.80","4.10","84.20","77.70","0.02","0","1","0","0","0","0","1","3"
"967450","20161013","81.80","75.40","1009.00","1008.50","3.70","2.70","7.00","89.20","78.80","0.08","0","1","0","0","1","1","0","0"
"967450","20161014","82.20","74.00","1009.20","1008.70","4.00","4.20","5.10","86.40","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161016","85.40","74.10","1009.30","1008.70","4.00","1.90","7.00","92.50","77.20","0.00","0","0","0","0","0","0","0","0"
"967450","20161017","85.30","73.20","1009.00","1008.50","4.30","3.70","6.00","91.00","79.00","0.00","0","0","0","0","0","0","0","0"
"967450","20161018","85.40","73.80","1008.50","1008.00","4.00","1.20","7.00","92.10","80.60","0.00","0","0","0","0","0","0","0","1"
"967450","20161019","85.60","74.50","1008.00","1007.50","4.00","3.00","6.00","92.80","80.60","0.00","0","0","0","0","0","0","0","2"
"967450","20161020","85.90","74.30","1008.30","1007.80","4.30","1.70","5.10","91.00","81.00","0.00","0","0","0","0","0","0","1","3"
"967450","20161021","82.50","76.50","1009.20","1008.80","3.60","1.10","6.00","90.30","78.80","0.63","0","1","0","0","1","1","0","1"
"967450","20161022","83.10","76.10","1009.60","1009.10","4.00","1.70","6.00","89.60","78.30","0.12","0","1","0","0","1","1","0","2"
"967450","20161023","78.00","74.60","1010.60","1010.10","3.70","1.80","5.10","85.30","76.60","0.82","0","1","0","0","0","0","1","3"
"967450","20161027","82.10","74.70","1011.20","1010.70","3.90","1.90","4.10","88.50","78.40","0.00","0","0","0","0","0","0","0","0"
"967450","20161028","81.10","74.50","1010.40","1009.90","4.00","1.70","5.10","88.90","77.90","0.51","0","1","0","0","1","1","0","0"
